,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
39884,29176,4,14,2,1,other,1,31,2.0,3,1,0,65,0
39885,35911,8,31,2,1,sourcing,1,45,3.0,5,1,0,77,0
39886,63179,4,31,0,0,other,1,45,5.0,7,1,0,64,1
39887,17452,4,11,0,0,sourcing,1,57,2.0,21,0,0,59,0
39888,4556,8,7,0,0,sourcing,1,28,3.329255780917055,1,1,0,80,1
39889,68070,4,31,2,1,other,1,51,3.0,5,0,0,62,0
39890,43234,4,29,0,1,sourcing,1,27,3.0,5,1,0,55,1
39891,61429,7,11,2,1,other,2,49,5.0,3,0,0,63,1
39892,68057,7,14,0,0,other,1,27,4.0,3,1,0,49,0
39893,75003,7,16,0,1,sourcing,1,27,3.0,4,0,0,51,0
39894,55776,8,7,0,0,other,1,40,4.0,7,0,0,79,0
39895,70136,7,24,0,1,other,1,49,5.0,23,1,0,53,0
39896,68650,7,0,0,1,other,1,29,2.0,4,1,0,49,1
39897,13704,7,31,0,1,sourcing,1,34,3.0,3,0,0,67,1
39898,54930,7,18,0,1,sourcing,1,25,3.329255780917055,1,0,0,51,0
39899,27662,7,28,0,1,other,1,40,5.0,13,0,0,48,0
39900,22062,4,6,0,1,other,1,34,1.0,2,0,0,65,0
39901,1005,7,8,0,1,sourcing,1,39,3.0,7,1,0,55,0
39902,67848,8,4,0,0,sourcing,1,30,2.0,7,0,0,82,0
39903,71624,1,31,0,1,sourcing,1,38,5.0,8,1,0,57,0
39904,78229,4,11,2,0,other,1,34,5.0,7,1,1,59,0
39905,27830,7,17,0,1,other,1,30,1.0,7,0,0,44,0
39906,43191,4,11,2,1,other,1,58,3.0,29,0,0,61,0
39907,55809,5,5,2,1,other,1,40,3.0,4,1,0,68,0
39908,59073,4,11,2,0,sourcing,2,39,3.0,4,0,0,65,0
39909,45908,4,14,2,1,sourcing,1,40,5.0,4,0,0,61,0
39910,61775,7,6,2,0,other,1,32,3.0,2,1,0,97,1
39911,819,7,2,0,1,sourcing,1,23,1.0,2,0,0,43,0
39912,27307,0,20,2,1,other,1,37,5.0,3,0,0,85,0
39913,39880,7,5,0,1,sourcing,1,48,3.0,17,0,0,46,0
39914,13715,5,2,0,0,sourcing,1,33,4.0,6,1,0,72,0
39915,45207,5,18,0,1,sourcing,1,42,3.0,13,0,0,68,0
39916,63813,4,14,2,0,sourcing,1,47,5.0,9,0,0,67,0
39917,59542,7,7,0,1,other,3,30,3.0,4,0,0,50,0
39918,44499,5,14,0,1,other,2,29,5.0,3,1,0,71,1
39919,45626,1,11,2,1,sourcing,2,36,5.0,4,1,0,58,0
39920,43417,0,14,2,1,sourcing,1,37,3.0,6,1,0,84,0
39921,67550,5,14,2,1,other,1,32,5.0,6,1,0,67,0
39922,18338,4,7,0,1,other,2,30,3.0,7,0,0,57,0
39923,49831,4,31,0,1,sourcing,1,32,4.0,5,0,0,58,0
39924,50369,6,14,0,1,other,1,32,5.0,4,1,0,83,0
39925,76689,7,11,0,1,other,1,50,3.0,19,1,0,51,0
39926,45273,1,14,0,1,other,1,26,3.0,1,0,0,59,0
39927,68061,7,13,0,0,other,1,28,3.329255780917055,1,1,0,52,0
39928,45125,8,31,2,1,sourcing,1,35,3.0,4,1,0,80,0
39929,48827,2,11,0,1,other,1,31,5.0,5,1,0,47,0
39930,72965,4,8,2,0,sourcing,1,33,5.0,10,0,0,61,0
39931,61302,8,31,1,0,sourcing,1,25,4.0,2,1,0,76,1
39932,68477,0,27,0,1,sourcing,1,26,3.0,2,1,0,86,0
39933,1396,8,16,2,1,other,1,32,3.0,7,0,0,81,0
39934,17369,7,17,2,0,other,1,36,3.0,10,0,0,49,0
39935,18007,2,11,0,1,sourcing,1,36,4.0,7,0,0,49,0
39936,48033,0,14,0,0,other,1,26,5.0,3,1,0,85,0
39937,49701,6,14,0,1,other,1,30,1.0,4,0,0,83,0
39938,15525,4,25,0,1,other,1,37,1.0,4,1,0,59,0
39939,43576,7,27,0,1,other,1,26,4.0,2,0,0,53,0
39940,4621,4,31,0,1,other,1,27,4.0,4,1,0,58,0
39941,57816,5,11,0,0,other,1,57,3.0,15,0,0,69,0
39942,19812,6,28,2,1,other,1,40,2.0,5,0,0,85,0
39943,50497,6,2,0,1,other,3,33,3.0,3,1,0,84,0
39944,3829,4,24,0,1,other,1,31,3.0,5,0,0,58,0
39945,78109,4,6,0,1,other,1,27,2.0,4,0,0,58,0
39946,44820,4,19,2,1,other,1,37,2.0,4,0,0,63,0
39947,65636,7,14,0,0,sourcing,4,29,3.0,3,0,0,50,0
39948,905,7,15,0,1,other,1,35,3.0,8,0,0,49,0
39949,28299,5,32,0,0,sourcing,1,32,5.0,6,1,0,70,0
39950,51132,1,28,2,1,other,1,44,3.0,11,0,0,60,0
39951,61896,4,21,2,1,sourcing,1,41,3.0,8,0,0,62,0
39952,51832,4,3,0,1,other,1,27,3.329255780917055,1,1,0,58,0
39953,29499,8,31,0,1,referred,1,32,4.0,5,0,0,82,0
39954,3751,2,14,0,1,other,3,24,3.329255780917055,1,1,0,47,0
39955,2771,7,11,0,1,referred,1,29,5.0,3,1,0,48,0
39956,69173,8,31,2,0,sourcing,3,32,3.0,8,0,0,80,0
39957,25241,5,31,2,1,sourcing,1,53,3.0,12,0,0,72,0
39958,44011,4,28,2,1,sourcing,1,51,4.0,10,0,0,60,0
39959,17299,8,11,0,1,sourcing,3,31,3.0,7,0,0,81,0
39960,61719,4,19,0,0,sourcing,1,39,3.0,13,0,0,62,0
39961,61275,5,11,2,1,sourcing,2,59,3.0,16,0,0,69,0
39962,11426,8,31,0,0,other,2,30,3.0,3,0,0,74,0
39963,75205,0,5,0,1,other,1,39,5.0,10,1,0,97,1
39964,57523,0,17,0,1,other,1,27,5.0,3,1,0,83,0
39965,10497,7,5,0,1,other,1,40,3.0,9,0,0,49,0
39966,72579,1,14,0,1,sourcing,1,36,3.0,8,0,0,59,0
39967,48181,5,14,0,0,other,1,27,2.0,2,0,0,65,0
39968,57079,2,14,2,0,sourcing,1,36,1.0,3,1,0,47,0
39969,14369,0,31,2,1,other,1,32,3.0,3,0,0,89,0
39970,18104,7,3,0,1,other,1,30,3.0,3,0,0,45,0
39971,409,7,30,0,1,other,1,32,3.0,5,1,0,51,0
39972,61987,8,31,2,0,other,1,34,4.0,6,0,0,79,0
39973,9091,1,24,2,1,sourcing,1,31,1.0,3,0,0,60,0
39974,14058,5,4,0,1,other,1,37,3.0,7,0,0,70,0
39975,27471,7,6,0,1,sourcing,1,30,1.0,6,0,0,48,0
39976,16860,0,11,2,1,other,1,47,5.0,6,1,0,86,1
39977,26440,4,25,0,0,other,1,32,5.0,5,1,0,59,0
39978,60695,7,11,2,1,sourcing,1,35,5.0,7,0,0,43,0
39979,19475,8,18,0,0,other,1,30,1.0,2,0,0,79,0
39980,14195,0,14,0,1,other,1,27,3.0,4,1,0,87,0
39981,75138,3,2,0,1,other,1,34,3.0,4,0,0,63,0
39982,56063,7,13,0,1,other,1,37,1.0,4,0,0,47,0
39983,41403,7,11,0,0,other,1,30,3.0,5,1,0,52,0
39984,53776,8,14,0,1,referred,1,34,4.0,7,0,0,79,0
39985,12947,7,28,2,0,sourcing,1,36,3.0,8,0,0,49,0
39986,56962,7,12,0,1,other,1,30,2.0,7,0,0,51,0
39987,5618,7,20,0,1,other,1,29,5.0,6,0,0,48,0
39988,57328,7,11,2,0,other,1,30,4.0,7,0,0,50,0
39989,4100,4,11,1,0,other,2,21,3.0,2,0,0,58,0
39990,76410,7,9,0,1,other,1,32,3.0,7,0,0,49,0
39991,69694,4,24,2,0,sourcing,1,38,3.0,10,0,0,59,0
39992,68052,8,24,1,1,other,1,24,3.0,2,1,0,75,0
39993,9507,7,6,2,1,other,1,32,3.0,2,0,0,50,0
39994,42821,6,14,2,1,referred,2,29,3.329255780917055,1,1,0,83,0
39995,6383,7,23,0,1,sourcing,2,27,3.0,4,0,0,50,0
39996,77100,5,12,0,0,sourcing,1,34,3.0,6,1,0,69,0
39997,31143,5,6,0,1,other,1,37,3.0,4,0,0,68,0
39998,39131,7,21,0,1,other,2,32,3.0,8,0,0,52,0
39999,48268,6,20,2,1,other,1,35,5.0,4,1,0,85,0
40000,35518,7,31,2,0,sourcing,1,55,1.0,9,0,0,51,0
40001,21835,7,19,0,1,other,1,24,3.329255780917055,1,0,0,51,0
40002,34013,7,11,0,1,referred,2,31,5.0,3,1,0,45,0
40003,6748,7,6,2,1,sourcing,2,43,3.0,5,0,0,49,0
40004,31294,7,15,2,0,other,1,34,3.0,8,0,0,46,0
40005,43244,2,25,0,0,other,1,32,4.0,4,0,0,54,0
40006,39911,7,11,0,1,other,1,55,5.0,7,0,0,55,0
40007,26763,0,19,0,1,other,1,28,5.0,2,0,0,85,0
40008,67686,8,24,0,1,other,1,38,4.0,14,0,0,78,0
40009,15627,4,11,0,0,sourcing,1,35,4.0,7,1,0,61,0
40010,17719,4,11,0,0,sourcing,1,35,3.0,9,0,0,61,0
40011,59962,4,6,2,0,other,1,44,4.0,13,0,0,55,0
40012,76779,5,11,0,1,sourcing,6,26,3.329255780917055,1,1,0,71,0
40013,47012,7,18,0,1,sourcing,1,28,3.329255780917055,1,1,0,53,0
40014,27249,4,10,2,1,sourcing,1,47,5.0,17,0,0,64,0
40015,29615,8,4,2,1,sourcing,2,33,4.0,4,1,0,80,0
40016,31148,5,6,2,0,other,1,30,5.0,6,0,0,82,1
40017,19703,4,19,0,1,sourcing,1,28,3.329255780917055,1,0,0,61,0
40018,18349,0,14,0,1,sourcing,1,26,3.329255780917055,1,1,0,82,0
40019,18943,8,11,0,1,other,1,55,3.0,14,0,0,83,0
40020,72472,8,28,0,1,other,1,26,4.0,3,1,0,82,0
40021,34048,4,11,0,0,other,1,48,4.0,7,1,0,59,0
40022,14357,8,10,0,1,other,1,30,3.0,6,0,0,78,0
40023,3930,8,16,0,1,sourcing,1,29,3.329255780917055,1,0,0,81,0
40024,28250,5,8,0,1,sourcing,1,36,5.0,2,1,0,70,1
40025,65025,0,21,0,1,other,1,34,5.0,8,1,0,84,0
40026,8387,7,17,0,1,sourcing,1,26,1.0,4,0,0,46,0
40027,73099,8,11,2,1,sourcing,1,31,3.0,4,0,0,74,0
40028,2946,4,31,2,1,other,2,45,3.0,4,0,0,62,0
40029,38651,4,6,2,1,sourcing,1,34,3.0,3,0,0,57,0
40030,746,7,3,0,0,sourcing,1,26,3.0,2,0,0,48,0
40031,75180,6,14,0,1,other,1,27,3.329255780917055,1,0,0,86,0
40032,74060,5,32,2,0,other,1,35,3.0,8,1,0,71,1
40033,19059,7,11,0,1,sourcing,1,34,4.0,5,0,0,49,0
40034,17992,7,21,0,1,other,1,39,3.0,10,0,0,45,0
40035,23049,0,18,0,1,other,1,30,4.0,2,1,0,86,0
40036,12511,8,18,2,1,sourcing,1,55,5.0,3,1,0,79,1
40037,4873,5,31,0,0,other,1,33,3.0,8,0,0,78,0
40038,41355,1,11,0,0,sourcing,2,34,3.0,8,0,0,58,0
40039,115,7,14,0,1,sourcing,1,25,3.0,2,1,0,46,0
40040,21231,5,13,2,0,other,1,44,5.0,14,1,0,67,0
40041,21418,8,18,2,1,sourcing,1,37,3.0,10,0,0,81,0
40042,16191,4,4,0,1,other,1,35,1.0,6,0,0,61,0
40043,15515,7,15,0,1,other,1,28,4.0,5,0,0,60,1
40044,23222,4,30,2,0,sourcing,1,41,5.0,3,0,0,59,0
40045,51639,1,24,2,1,other,1,31,2.0,7,0,0,62,0
40046,70369,0,21,0,1,other,1,25,3.0,2,0,0,85,0
40047,12387,8,18,0,1,sourcing,1,34,3.0,7,0,0,83,0
40048,2567,8,11,2,1,sourcing,1,40,4.0,8,1,0,76,0
40049,47066,4,11,0,1,other,2,39,3.0,3,1,0,58,0
40050,15155,1,4,0,1,other,2,35,4.0,9,0,0,59,0
40051,18628,4,14,0,1,other,1,37,2.0,8,0,0,60,0
40052,67779,7,15,0,1,sourcing,2,36,3.0,9,0,0,45,0
40053,42374,7,12,0,1,other,1,36,1.0,9,0,0,46,0
40054,61966,7,3,0,1,other,1,25,3.329255780917055,1,0,0,51,0
40055,17327,4,11,2,0,referred,4,43,3.0,14,1,0,63,0
40056,59291,8,31,0,0,other,1,36,2.0,9,0,0,82,0
40057,65979,2,4,2,0,other,1,34,4.0,3,0,0,47,0
40058,78028,4,16,0,0,sourcing,1,30,3.0,6,0,0,60,0
40059,34205,2,18,0,1,other,1,25,5.0,3,0,0,49,0
40060,66078,0,10,0,1,sourcing,1,40,3.0,7,0,0,82,0
40061,56471,0,14,0,1,other,2,29,4.0,2,1,0,87,0
40062,20178,7,0,2,1,other,2,35,3.0,5,1,0,46,1
40063,3676,5,11,2,0,other,1,43,4.0,9,0,0,69,0
40064,64209,5,6,0,1,sourcing,1,37,3.0,9,0,0,76,0
40065,48556,7,17,2,1,other,1,40,5.0,12,1,0,48,0
40066,53896,7,4,0,1,sourcing,1,35,5.0,10,0,0,49,0
40067,29771,7,3,0,1,other,1,29,3.0,3,1,0,53,0
40068,34274,7,30,0,0,other,1,31,4.0,2,0,0,61,1
40069,61272,7,31,2,0,sourcing,1,34,5.0,10,1,0,56,1
40070,3948,1,22,0,0,other,1,31,3.0,2,0,0,60,0
40071,2922,7,23,0,1,other,1,31,1.0,6,0,1,92,1
40072,32301,1,14,2,1,other,1,39,3.0,12,0,0,57,0
40073,16148,7,18,0,1,sourcing,1,33,5.0,5,0,0,52,0
40074,28553,5,18,0,0,other,2,30,3.0,5,0,0,66,0
40075,25536,7,6,0,1,other,1,28,2.0,6,0,0,49,0
40076,22211,7,6,0,1,other,1,33,1.0,2,0,0,54,0
40077,29255,5,14,0,1,other,6,27,3.329255780917055,1,0,0,71,0
40078,25888,7,19,2,1,sourcing,1,36,5.0,4,0,0,51,0
40079,27297,4,11,0,1,sourcing,1,40,4.0,3,1,0,59,0
40080,15101,7,13,0,1,sourcing,2,30,3.0,3,0,0,49,0
40081,60409,5,11,0,1,sourcing,1,37,5.0,5,0,0,69,0
40082,68038,8,21,1,1,other,1,24,3.329255780917055,1,0,0,76,0
40083,25480,6,18,0,1,sourcing,4,33,5.0,4,1,0,86,0
40084,43629,5,16,0,0,other,1,30,1.0,4,1,0,68,0
40085,15315,3,11,0,1,sourcing,1,49,4.0,15,0,0,63,0
40086,77450,7,20,0,1,sourcing,1,30,3.0,3,0,0,50,0
40087,57256,2,11,2,0,other,1,44,3.0,15,0,0,50,0
40088,67724,5,32,2,0,other,1,34,4.0,9,1,0,69,0
40089,69371,4,11,0,1,other,1,42,3.0,15,0,0,63,0
40090,77621,3,31,2,1,sourcing,1,37,5.0,3,1,0,63,0
40091,64569,7,6,2,1,other,1,39,4.0,7,0,0,52,0
40092,33696,7,24,2,1,other,1,29,3.0,4,0,0,49,0
40093,30652,7,26,0,1,other,1,32,2.0,3,0,0,47,0
40094,38628,5,4,0,1,sourcing,1,32,2.0,9,0,0,74,0
40095,21713,7,0,0,0,other,1,30,3.0,3,0,0,47,0
40096,25871,5,11,2,1,sourcing,1,59,5.0,28,1,0,66,0
40097,30516,4,11,0,1,other,2,37,5.0,10,1,0,62,0
40098,42511,4,4,0,0,other,1,43,5.0,2,1,0,57,0
40099,7139,4,10,2,1,sourcing,1,47,3.0,3,0,0,60,0
40100,68094,4,11,0,1,other,2,29,4.0,4,1,0,57,0
40101,27021,5,19,0,1,sourcing,2,29,2.0,8,0,0,70,0
40102,12009,7,28,0,1,sourcing,2,31,1.0,5,0,0,52,0
40103,58188,5,11,0,0,sourcing,1,54,3.0,7,1,0,67,0
40104,70206,4,11,2,1,sourcing,1,40,3.0,3,1,0,58,0
40105,23444,5,27,2,1,sourcing,1,43,3.0,7,0,0,70,0
40106,4408,4,11,0,1,other,1,20,1.0,2,0,0,63,0
40107,945,0,4,0,1,other,1,30,3.0,6,0,0,83,0
40108,35742,4,11,0,0,other,1,44,5.0,6,1,0,63,0
40109,8907,5,11,1,0,other,2,24,5.0,2,0,0,68,0
40110,76287,8,24,2,0,sourcing,1,40,3.0,6,0,0,78,0
40111,19287,3,11,0,1,other,1,31,5.0,2,0,0,58,0
40112,45875,6,18,0,1,sourcing,1,28,5.0,4,1,0,91,0
40113,33027,5,11,2,1,sourcing,3,33,4.0,7,1,0,69,0
40114,33227,8,31,2,0,sourcing,1,34,5.0,5,1,0,77,0
40115,58842,2,11,2,0,sourcing,1,38,4.0,7,1,1,46,0
40116,65578,7,11,2,1,other,1,43,5.0,9,1,0,49,1
40117,68231,0,11,0,1,other,2,27,3.329255780917055,1,1,0,85,0
40118,52119,7,6,0,1,other,1,30,1.0,6,1,0,46,0
40119,35224,0,14,0,1,sourcing,3,27,3.0,7,1,0,84,0
40120,14751,4,11,0,0,other,1,35,5.0,8,1,0,57,0
40121,16374,4,6,0,1,other,2,28,3.0,4,0,0,56,0
40122,3422,5,31,2,1,sourcing,1,34,1.0,6,0,0,71,0
40123,44697,8,16,0,1,sourcing,1,30,3.329255780917055,1,0,0,82,0
40124,38008,7,18,0,1,other,1,34,1.0,6,0,0,48,0
40125,24578,7,7,0,1,sourcing,2,37,3.0,11,0,0,52,0
40126,35402,1,17,2,1,other,1,33,5.0,5,0,0,70,1
40127,20978,5,7,0,1,other,1,36,3.0,4,0,0,71,0
40128,37057,4,14,2,1,sourcing,1,43,3.0,12,1,0,65,0
40129,76611,8,29,0,0,other,1,26,3.0,2,0,0,84,0
40130,18324,1,21,0,1,other,1,26,3.0,2,1,0,61,0
40131,45005,8,18,0,1,referred,1,40,4.0,5,0,0,81,0
40132,9836,7,31,2,0,sourcing,1,31,5.0,5,0,0,62,1
40133,74166,8,11,2,0,sourcing,1,47,3.0,6,0,0,79,0
40134,42666,5,13,2,1,sourcing,1,36,3.0,10,0,0,68,0
40135,9176,4,18,0,1,other,3,31,5.0,7,1,0,57,0
40136,58031,7,14,0,1,other,3,29,3.329255780917055,1,0,0,49,0
40137,29700,7,15,0,1,other,2,43,1.0,6,0,0,44,0
40138,42051,5,11,0,1,other,1,44,4.0,2,0,0,72,0
40139,37898,5,23,0,0,sourcing,1,27,1.0,4,0,0,73,0
40140,31309,5,2,0,0,other,1,27,3.0,5,0,0,70,0
40141,54142,4,14,2,1,other,1,47,3.0,16,0,0,56,0
40142,45784,3,2,0,1,sourcing,1,34,3.0,5,0,0,61,0
40143,75646,7,30,0,1,other,2,29,1.0,3,0,0,48,0
40144,14288,0,31,0,1,other,1,39,5.0,8,0,0,87,0
40145,44019,4,31,0,1,other,1,34,4.0,6,1,0,50,1
40146,18275,5,30,0,1,sourcing,1,29,5.0,7,1,0,70,0
40147,55486,7,21,0,1,other,1,36,1.0,7,0,0,48,0
40148,26896,5,19,0,1,sourcing,1,35,1.0,3,0,0,69,0
40149,70353,7,11,0,1,sourcing,1,34,4.0,6,1,0,92,1
40150,9648,3,14,0,0,other,1,31,3.0,7,0,0,60,0
40151,15596,7,28,2,0,other,1,42,4.0,12,0,0,52,0
40152,22984,0,4,0,1,other,1,49,3.0,4,0,0,86,0
40153,8730,7,11,0,1,other,1,33,2.0,7,0,0,45,0
40154,12855,4,24,0,1,sourcing,1,33,4.0,5,1,1,66,1
40155,55474,0,19,0,1,other,1,28,3.329255780917055,1,1,0,83,0
40156,60610,7,28,0,1,other,3,27,5.0,4,1,0,46,0
40157,6834,4,4,0,0,sourcing,1,38,4.0,2,1,0,58,0
40158,63311,5,6,0,0,sourcing,2,29,2.0,5,1,0,72,0
40159,74448,5,32,2,0,sourcing,1,34,4.0,2,0,0,67,0
40160,28105,7,0,2,1,sourcing,1,45,5.0,14,0,0,52,0
40161,30385,7,1,2,1,other,1,38,4.0,9,0,0,49,0
40162,33118,8,6,0,1,sourcing,1,33,5.0,10,1,0,79,1
40163,52948,5,31,0,0,sourcing,1,26,3.0,3,0,0,72,0
40164,13190,7,31,2,0,other,1,44,5.0,6,1,0,47,0
40165,15849,7,6,0,1,other,1,26,4.0,5,0,0,48,0
40166,70807,7,4,2,1,sourcing,1,41,5.0,5,1,0,50,0
40167,22994,0,31,0,1,other,1,38,4.0,10,0,0,84,0
40168,33605,3,18,0,1,other,1,35,4.0,9,0,0,59,0
40169,13003,0,14,0,1,other,2,34,1.0,3,0,0,85,0
40170,68711,7,24,0,1,sourcing,1,37,5.0,7,1,0,51,0
40171,67970,8,31,2,0,other,1,42,4.0,12,0,0,82,0
40172,63357,4,25,0,1,other,1,40,4.0,15,1,0,61,0
40173,63400,1,11,0,0,other,2,29,4.0,4,0,0,61,0
40174,70915,7,4,2,1,sourcing,1,47,3.0,13,1,0,45,0
40175,57112,5,29,0,0,other,1,29,3.0,6,0,0,72,0
40176,65395,2,11,0,0,sourcing,1,29,3.0,3,1,0,49,0
40177,49469,1,11,1,0,sourcing,1,25,3.0,2,0,0,58,0
40178,65001,7,11,0,0,sourcing,1,56,1.0,13,0,0,50,0
40179,55061,0,14,0,1,sourcing,1,27,5.0,3,1,0,84,0
40180,72167,5,31,0,0,sourcing,1,47,5.0,16,1,0,68,0
40181,11942,0,15,0,1,other,1,35,5.0,7,1,0,81,0
40182,19364,4,7,2,1,sourcing,1,47,3.0,15,1,0,60,0
40183,3621,7,21,0,1,sourcing,1,32,4.0,4,0,0,47,0
40184,20618,2,11,2,0,sourcing,1,50,4.0,14,1,0,44,0
40185,18901,4,6,0,1,other,1,27,1.0,5,1,1,55,0
40186,1520,4,31,0,1,other,1,48,5.0,5,0,0,54,0
40187,69041,7,31,2,1,sourcing,1,45,3.0,6,0,0,49,0
40188,5604,5,5,0,1,other,1,34,3.0,4,0,0,69,0
40189,63375,4,12,2,1,sourcing,1,42,1.0,6,0,0,65,0
40190,40122,8,29,2,1,other,1,37,3.0,9,0,0,85,0
40191,50418,6,18,2,1,sourcing,1,35,1.0,9,0,0,82,0
40192,24071,0,14,0,1,other,2,27,5.0,3,0,0,86,0
40193,38518,8,16,2,0,sourcing,2,38,5.0,9,1,0,77,0
40194,30598,8,29,0,0,sourcing,1,28,3.329255780917055,1,0,0,81,0
40195,51922,7,20,2,1,sourcing,1,42,5.0,11,1,0,48,1
40196,54486,0,19,0,1,sourcing,1,36,2.0,9,0,0,82,0
40197,39388,4,25,0,1,other,1,27,3.0,3,0,0,62,0
40198,7895,6,31,0,1,other,1,29,3.0,3,0,0,85,1
40199,15707,7,4,0,0,other,1,36,5.0,9,1,0,50,0
40200,21905,5,8,2,0,other,1,49,4.0,9,1,0,69,0
40201,60055,4,14,0,1,referred,1,34,5.0,7,0,0,60,0
40202,23645,4,2,0,1,other,1,40,3.0,9,0,0,60,0
40203,50474,7,24,0,1,other,1,32,4.0,2,0,0,48,0
40204,75589,8,24,2,0,other,1,35,5.0,10,0,0,89,1
40205,41217,4,19,0,0,sourcing,1,37,3.0,3,0,0,62,0
40206,15175,5,29,0,1,other,1,28,3.0,3,0,0,70,0
40207,17759,4,1,2,0,other,1,33,5.0,8,1,0,60,1
40208,19136,4,10,2,0,sourcing,1,38,1.0,4,0,0,59,0
40209,41607,4,4,0,1,sourcing,1,43,4.0,12,1,0,62,0
40210,6052,7,29,0,0,other,2,26,1.0,3,0,0,48,0
40211,62828,5,29,0,0,other,1,26,3.0,4,0,0,65,0
40212,28937,7,22,0,1,sourcing,1,38,5.0,9,0,0,56,0
40213,31915,4,30,2,1,other,1,33,5.0,7,1,0,59,0
40214,36284,7,4,0,1,sourcing,1,31,4.0,6,0,0,51,0
40215,14157,2,18,0,0,sourcing,1,33,3.0,4,0,0,50,0
40216,31391,8,14,2,1,other,1,34,1.0,5,0,0,80,0
40217,993,7,21,0,1,other,1,30,5.0,6,0,0,49,0
40218,27050,7,7,2,1,other,2,41,3.0,11,0,0,48,0
40219,65263,3,16,0,1,sourcing,1,33,4.0,7,1,0,59,0
40220,28718,7,11,2,1,other,1,41,2.0,7,0,0,49,0
40221,54594,7,15,0,1,sourcing,1,43,4.0,13,0,0,45,0
40222,41149,0,19,0,1,sourcing,1,29,3.0,3,0,0,84,0
40223,58029,4,11,0,1,other,2,29,3.0,3,0,0,61,0
40224,63394,8,11,0,0,sourcing,1,39,3.0,7,0,0,78,0
40225,9433,5,6,2,0,other,1,37,5.0,3,1,0,71,0
40226,40813,5,19,0,1,other,1,35,3.0,4,0,0,68,0
40227,42531,5,11,1,1,sourcing,1,21,3.0,2,1,0,67,0
40228,69306,0,11,0,1,other,2,36,1.0,5,0,0,88,0
40229,67262,6,31,2,0,other,1,38,3.0,3,0,0,82,0
40230,6106,1,11,0,1,sourcing,3,51,5.0,3,0,0,61,0
40231,59056,2,17,0,0,sourcing,1,30,5.0,3,1,0,47,0
40232,40964,8,28,0,1,other,1,31,5.0,5,1,0,79,1
40233,61817,8,29,0,0,other,1,38,3.0,11,0,0,75,0
40234,77230,2,11,0,0,sourcing,1,29,2.0,3,0,0,51,0
40235,40894,2,14,0,1,sourcing,1,23,5.0,2,1,0,47,0
40236,29334,8,14,2,1,other,3,31,1.0,5,0,0,78,0
40237,347,4,7,0,0,other,1,36,2.0,7,1,0,60,0
40238,63509,7,33,0,1,other,1,28,3.329255780917055,1,0,0,45,0
40239,21316,7,7,2,1,other,1,37,4.0,5,0,0,45,0
40240,19352,4,14,0,0,sourcing,1,40,3.0,7,0,0,59,0
40241,36893,0,14,0,0,other,1,26,3.0,4,0,0,84,0
40242,51844,4,23,2,0,sourcing,1,44,5.0,6,1,0,59,0
40243,70818,5,4,0,1,sourcing,1,37,3.0,3,0,0,72,0
40244,34460,4,11,0,1,other,1,32,4.0,5,1,0,59,0
40245,37421,7,15,2,0,other,1,36,4.0,10,1,0,49,0
40246,507,5,2,2,1,sourcing,1,39,5.0,3,1,0,69,0
40247,75463,7,1,2,1,other,2,31,1.0,5,0,0,49,0
40248,67192,7,16,0,1,other,1,27,2.0,2,0,0,51,0
40249,42030,7,14,0,1,referred,1,27,3.0,5,0,0,51,0
40250,27792,4,14,0,1,sourcing,1,25,3.329255780917055,1,0,0,61,0
40251,42099,7,1,0,1,other,1,29,4.0,5,0,0,49,0
40252,24394,7,31,2,1,other,1,32,4.0,3,0,0,47,0
40253,63590,7,20,0,1,other,1,35,5.0,10,1,0,51,0
40254,11451,7,2,0,1,sourcing,1,51,4.0,5,0,0,47,0
40255,46280,8,31,2,0,sourcing,1,33,1.0,9,0,0,78,0
40256,34976,7,31,2,0,sourcing,1,36,2.0,10,0,0,47,0
40257,59958,5,4,2,1,sourcing,1,53,3.0,8,0,0,67,0
40258,77538,7,5,0,1,other,1,45,3.0,14,0,0,54,0
40259,68201,8,11,1,1,other,1,30,3.0,4,0,0,78,0
40260,60563,4,6,0,1,other,1,30,5.0,2,1,0,53,0
40261,1317,1,14,0,1,other,2,29,3.329255780917055,1,1,0,59,0
40262,73752,7,2,0,1,other,1,40,5.0,11,0,0,50,0
40263,74843,7,11,0,1,other,1,44,3.0,7,1,0,52,1
40264,73510,7,28,2,1,sourcing,2,35,4.0,9,0,0,58,0
40265,21917,6,6,0,1,other,1,32,2.0,6,0,0,82,0
40266,3588,4,3,0,0,sourcing,1,33,3.0,3,0,0,61,0
40267,15327,4,4,0,0,sourcing,1,39,4.0,7,1,0,62,0
40268,11795,8,3,0,1,other,1,27,4.0,4,1,0,83,0
40269,17956,3,14,0,1,sourcing,1,27,3.329255780917055,1,1,0,62,0
40270,53872,5,11,2,1,other,1,36,4.0,2,1,0,74,0
40271,14034,4,6,2,0,sourcing,1,33,2.0,7,0,1,73,1
40272,2375,7,11,0,1,referred,1,28,3.0,3,0,0,56,0
40273,39590,8,22,2,1,other,1,34,5.0,9,1,0,80,0
40274,11870,7,26,0,1,other,1,32,5.0,2,0,0,46,0
40275,58452,4,11,0,1,other,2,34,5.0,4,1,0,60,0
